Control	Tratamiento	Grupo
1,411410539	6,401578714	A31
-0,011631306	2,23774125	A31
-3,583332489	3,935775372	A31
1,984631677	2,3093016	A31
-0,23832942	6,152616636	A31
3,173532744	8,568939647	A31
-0,905474598	4,917614566	A31
2,690682322	4,857689371	A31
0,648248067	5,816817112	A31
-2,573853629	0,386346365	A31
2,413267548	3,946293258	A31
1,266839758	5,910026989	A31
-0,339347494	3,474610784	A31
-1,635583726	3,12220522	A32
-0,459789964	6,292240847	A32
1,329212894	4,409204168	A32
3,364266797	5,246107802	A32
-2,077681856	8,571993508	A32
-0,017803513	5,074763252	A32
-0,262792963	3,166615611	A32
3,746662487	5,455282107	A32
-3,798467171	9,357520224	A32
2,530386521	3,308359853	A32
1,9689448	1,36450864	A32
1,017370549	4,792901302	A32
-1,00210108	6,131838906	A32
4,099899033	4,8114793	A32
-0,405988205	6,125056099	A32
2,252938013	2,517886326	A32
3,324233592	2,98785225	A32
0,480842958	3,685793702	A32
-0,999629844	3,690775909	A32
-0,227440436	8,482337623	A32
1,106924882	7,983482191	A32
3,20975317	4,258915511	A32
-1,233381446	7,557362369	A32
-2,238709226	5,766899347	A32
-1,963483028	4,674708585	A32
2,684452237	3,888880098	A32
0,819659995	7,835197836	A32
-2,75493374	-1,710511595	A32
0,704824225	3,146959786	A32
3,92143341	2,00411971	A32
0,716932557	3,823513555	A32
0,090785195	2,931536274	A32
-0,523294778	5,334278275	A32
1,771945426	3,60135683	A32
-1,33097954	6,293820771	A32
-1,066714044	6,27882678	A32
0,653911496	1,534588736	A32
-0,884241405	6,763558935	A32
-1,339852578	5,231445932	A32
-0,438221983	6,769610792	A32
3,821275878	6,422926734	A32
-2,103139122	9,819207306	A32
4,322367189	5,476045357	A32
0,782736499	6,337229523	A32
-1,07721997	3,55718816	A32
-1,562085483	4,818508611	A32
0,638198208	6,418807097	A32
0,337180007	4,835440533	A32
2,550410996	2,391336127	A32
0,822587783	3,111233058	A32
-0,089179603	5,661151396	A32
-4,580198449	5,916768609	A32
3,578461512	3,225396841	A32
-2,265682473	6,002836081	A32
-0,443399967	8,25859141	A32
-2,250948552	6,148243889	A32
-0,972803044	5,53294444	A32
-0,450747701	6,022458296	A32
0,195749046	4,25616716	A32
1,056415161	3,47057497	A32
-2,109499708	3,335874836	A32
-1,461608286	4,899152428	A32
-0,793193504	2,060058393	A32
-2,630483191	4,954318716	A32
2,741390216	10,6591501	A32
3,003052923	3,514495628	A32
3,358106719	5,166788958	A32
0,13651403	1,450118786	A32
-0,273041516	3,679159041	A32
2,288713917	10,11143658	A32
-3,76489094	4,861698159	A32
1,378695173	5,000228543	A32
4,006286618	0,265965895	A32
1,507776291	4,999125373	A32
0,243382472	8,195686563	A32
0,366042153	1,892252586	A32
3,203730956	4,128667629	A32
-2,667228378	5,965297982	A32
-0,329874103	6,018926545	A32
0,801357823	3,639836682	A32
-0,474710254	1,211254737	A32
0,929923772	1,936566287	A32
2,481974085	5,594448032	A32
1,715022945	4,847129191	A32
-0,826615346	3,630776289	A32
-0,855556198	3,498878459	A32
0,348092851	7,800406646	A32
1,20264253	2,046173637	A32
-3,342268571	1,77122235	A32
-0,515644825	7,599680421	A32
-1,246773366	3,165659456	A32
0,189416252	3,418396111	A32
-1,029247832	6,376668693	A32
-0,32793355	5,881816288	A32
-0,121302937	2,709959076	A32
0,817543394	7,161955773	A32
1,587176508	6,226773736	A32
-1,319755954	6,230600536	A32
-3,562927495	1,823474554	A32
-0,970458055	2,399768187	A32
-1,350756579	3,453719515	A33
2,458349787	2,866561214	A33
-0,324515164	4,312913522	A33
0,310706457	5,355975003	A33
-3,777620846	3,195529174	A33
-1,364892117	1,68516899	A33
1,907267142	3,771532371	A33
-4,928311209	6,657708349	A33
-0,743275976	6,986067094	A33
0,00890064	7,655977035	A33
1,195896682	5,656756997	A33
-1,202956579	5,503121523	A33
5,333802436	1,491089264	A33
1,731387755	8,025891039	A33
-1,741583683	3,025672998	A33
1,181195872	4,892924742	A33
0,425356464	2,870458047	A33
0,672488355	5,556063822	A33
0,685813925	7,252810152	A33
3,283280895	3,920277923	A33
2,001269488	4,656085924	A33
0,926211847	7,758307412	A33
-3,338620553	9,266935531	A33
2,337291066	6,103331087	A33
0,060875135	6,896926151	A33
-0,026037832	1,636276112	A33
1,741773483	4,196339503	A33
-0,460933324	8,06794494	A33
0,58712484	5,863278589	A33
-0,526387037	8,83413377	A33
2,039160079	4,094713766	A33
1,385581859	4,476376791	A33
0,995552773	6,285588	A33
3,152122798	4,091899532	A33
4,33601893	3,552169421	A33
-2,630624453	3,921363194	A33
0,017793992	7,468649197	A33
-1,639189257	5,34001028	A33
1,887441546	2,831394346	A33
0,040597926	3,081679456	A33
1,405239456	1,63999892	A33
-0,616305761	6,53099022	A33
0,171954409	7,685806998	A33
1,208803453	6,210267176	A33
-1,27988072	4,146763762	A33
0,815144778	6,097349049	A33
2,605473675	6,820629919	A33
-0,203821588	2,380336268	A33
-0,459949338	3,115616393	A33
-1,141959543	6,08676898	A33
-2,653095672	4,150056712	A33
3,705954953	9,391669322	A33
-1,035144123	6,474061464	A33
1,946606512	2,66964355	A33
2,99362356	2,513579141	A33
-1,431847966	10,35660152	A33
1,329612327	5,422200729	A33
0,778764836	4,858057867	A33
-1,867603782	5,115077952	A33
-0,427085987	6,412409038	A33
-1,813882602	6,87778654	A33
1,517288992	6,508526593	A33
-1,505440894	4,632903891	A33
-0,542068737	6,074054851	A33
0,407569046	3,36213568	A33
1,952800927	7,393091306	A33
1,48613503	8,066151121	A33
-0,912036961	5,521031023	A33
4,192191367	2,645395359	A33
-2,899262626	2,822124653	A33
-4,209486448	6,185482743	A33
1,148005312	6,648748161	A33
0,581961047	7,238232158	A33
-1,654224291	8,073841207	A33
-0,244813216	4,278518291	A33
0,024532977	5,954020488	A33
-1,163159304	3,391873891	A33
-2,242126176	3,232063521	A33
3,671157478	4,427001851	A33
-1,549317666	5,023817624	A33
-2,8808841	4,172456056	A33
-2,020308502	4,732090117	A33
3,460763819	6,154895471	A33
1,080213594	7,253503962	A33
-0,953074236	4,042587007	A33
-0,815917845	7,987839087	A33
1,974054322	4,397022522	A33
0,226569541	3,870157139	A33
-1,385807621	8,580668904	A33
0,735357481	4,792356388	A33
2,382938038	7,151148763	A33
-2,741307528	6,051644992	A33
0,785502631	7,39613587	A33
0,988691315	3,406048284	A33
0,640834028	6,763450183	A33
3,418960499	3,827228824	A33
0,188911409	6,975925685	A33
-7,469760934	4,558033742	A33
-0,313600627	6,882853642	A33
0,313308654	5,624899228	A33
1,024922336	4,544452628	A34
-2,740017717	5,578092124	A34
-0,29752024	6,077832886	A34
-2,134251992	2,070624796	A34
-1,537770511	7,931764594	A34
-1,797119778	5,74487927	A34
-0,657595756	4,890012775	A34
1,926812259	4,806096279	A34
-0,317013478	6,910881472	A34
-1,354967757	5,302987162	A34
0,32080132	4,37774906	A34
2,094592032	4,070781787	A34
2,313586176	4,47469006	A34
-1,306144777	2,188875702	A34
1,332214098	5,397818669	A34
2,094119384	7,732239407	A34
-0,380481189	3,164319312	A34
-3,414138358	2,726924471	A34
-1,819681792	5,162569322	A34
-0,434096371	1,651755323	A34
1,872113734	6,200039077	A34
-1,582629091	4,078896806	A34
5,639623376	3,825629411	A34
-2,244687069	3,258310996	A34
0,566575477	1,879935203	A34
-0,657216649	5,80324485	A34
2,326678037	7,167274817	A34
-0,775032243	1,584691053	A34
0,023374299	5,301677192	A34
-1,071475364	3,114726002	A34
1,784578364	4,961767786	A34
-1,820428875	7,820928565	A34
1,113183237	2,694030836	A34
2,198843071	4,970408952	A34
0,932611039	3,760329729	A34
-1,489681074	3,897945457	A34
-0,783095609	6,894766034	A34
-2,066540858	3,493086033	A34
0,292356674	7,4838412	A34
0,529319057	3,56732255	A34
0,334319855	6,385349878	A34
-0,703487038	5,421714894	A34
2,094581533	1,947649924	A34
-1,847574429	9,328215824	A34
1,786713465	6,781718996	A34
0,491153446	8,109393511	A34
-5,284502243	5,790555182	A34
-5,126628435	4,653920457	A34
0,653022894	5,373360217	A34
-4,03996021	3,275164531	A34
-0,488069992	4,599019513	A34
0,18897424	7,623188231	A34
-0,494227152	5,613345942	A34
-0,042547571	4,879323865	A34
-0,971501407	7,537376171	A34
0,048989962	4,861566656	A34
-0,354539883	5,826269663	A34
-1,299454442	5,994948868	A34
-1,096856165	6,38764981	A34
-6,269392661	4,530921108	A34
0,068855784	4,44609715	A34
-0,450776741	2,439173816	A34
-3,248569719	7,231984034	A34
-1,246344351	6,7241384	A34
-1,032679978	6,915213436	A34
-0,262336291	6,221529529	A34
-2,397536407	4,085790241	A34
1,135939421	7,09580709	A34
3,821519425	7,571467778	A34
1,076522451	7,447381348	A34
0,248446753	5,878934744	A34
0,717426336	5,892852897	A34
1,150520632	3,290842076	A34
0,483207987	3,581104942	A34
0,527871584	6,426542458	A34
1,076587377	4,304419275	A34
-2,117036572	3,299743398	A34
1,380515177	5,81365158	A34
0,518847178	3,633898437	A34
-2,417220187	7,969181371	A34
-0,370751272	6,159580647	A34
-3,41486855	3,982866581	A34
-0,2000505	5,9830411	A34
0,172238461	8,097399189	A34
-0,791564738	6,715570854	A34
-0,657507194	2,074149235	A34
-0,152700214	4,080248447	A34
-3,06885582	5,853168294	A34
-2,835116123	9,883067679	A34
0,258691752	3,887070992	A34
-0,554905378	5,127689197	A34
-0,322095528	5,93990837	A34
1,999360443	6,533927635	A34
1,189371395	4,828914672	A34
-2,173994895	6,404004901	A34
2,260066582	4,418596888	A34
-0,892822112	6,769812465	A34
-1,178424434	5,867667677	A34
1,508231844	5,612982154	A34
-0,373119998	5,621531075	A34
-2,168401407	4,612001195	A35
-1,874291838	6,679201267	A35
4,499402261	8,448720001	A35
-1,276779127	6,531283115	A35
-3,530130167	5,519065635	A35
-2,948297851	2,379611307	A35
0,675314458	4,404523029	A35
1,803838869	4,365185476	A35
-5,930864438	3,433086302	A35
-1,734436931	9,312642338	A35
2,249451017	5,441159821	A35
7,359485849	5,745958701	A35
-0,226448891	4,889170303	A35
-0,067365838	6,457719306	A35
-1,021062504	8,057328443	A35
-0,904879663	9,927603496	A35
0,385506684	0,801334768	A35
-0,683669141	5,290801406	A35
-0,644295928	6,077660131	A35
1,558011676	5,929951902	A35
1,918193304	6,198269904	A35
-0,53110872	5,943959051	A35
0,223986412	7,644005545	A35
2,852407736	3,919034756	A35
-0,18321066	4,838920374	A35
-1,803207081	4,906774694	A35
-2,263628496	6,155889537	A35
2,134787168	3,313349598	A35
2,226547795	5,456003894	A35
3,349380128	5,828569829	A35
-1,302038133	3,169711285	A35
0,120280677	5,275019533	A35
1,651097345	4,865710032	A35
0,919620677	4,97729482	A35
-0,058992543	3,915884153	A35
0,37663238	3,679041742	A35
1,824081698	5,456842989	A35
1,987911436	4,452935018	A35
0,263702558	3,895238933	A35
0,431687018	5,916577559	A35
-2,517905598	2,214286035	A35
-0,488792399	4,701829979	A35
0,516214953	5,994624947	A35
2,357392497	6,368986102	A35
-4,497906059	1,108628026	A35
-0,265185717	2,620470168	A35
1,804155914	1,246307887	A35
-1,435664416	8,017219203	A35
-3,358054964	3,368825084	A35
0,208918395	6,60828729	A35
2,178685295	5,844468931	A35
1,814826511	6,372655544	A35
-1,53428422	2,674525964	A35
1,466824602	5,80596685	A35
-1,568902731	-0,455813478	A35
1,365299846	7,560129609	A35
0,687049659	4,237628377	A35
1,662981232	5,07716604	A35
3,557467703	5,755690328	A35
1,341632148	4,627221909	A35
-2,152487728	7,308424061	A35
0,857391614	4,3941225	A35
0,045770354	3,850223187	A35
2,216321765	8,993323102	A35
2,996662179	3,571917431	A35
1,484701918	3,757471742	A35
-0,570583225	2,852532099	A35
0,379395001	-0,04156586	A35
2,483253552	3,627065369	A35
0,541444035	3,566789284	A35
-3,386888754	2,537550804	A35
-2,984817968	5,684935847	A35
0,461614209	7,287431246	A35
-1,235703153	0,126946095	A35
3,333446986	4,801285193	A35
-0,022787902	3,080285259	A35
-1,60547925	6,394395604	A35
-1,117535048	5,449419415	A35
-2,787405074	5,163584416	A35
-2,882074144	5,042462833	A35
-1,327858442	5,755560439	A35
1,160597425	2,700250992	A35
-0,769547214	3,384207445	A35
-1,476240388	2,580318322	A35
-2,018080172	5,183626256	A35
2,272450683	6,979437373	A35
0,967416038	4,53619473	A35
1,586258408	8,749721912	A35
-1,866878168	2,043339094	A35
1,493357086	5,063654119	A35
4,58557635	3,096722982	A35
1,58938376	1,923385938	A35
-1,190831685	2,7682586	A35
1,231047578	7,791735187	A35
0,659697604	5,460006518	A35
0,713923743	7,805105243	A35
-3,838038579	6,009321618	A35
1,27617367	6,214200036	A35
-0,821877931	6,020787208	A35
0,150108438	4,60854773	A35
1,042995546	5,996603278	A36
-2,354336244	7,700477443	A36
1,874661832	5,399610548	A36
0,247582557	5,812992489	A36
0,353269529	6,637978553	A36
-3,20016943	2,107607843	A36
-1,645723799	5,493525575	A36
0,799414345	7,156088691	A36
-3,243106541	4,409898165	A36
1,586638729	7,292408554	A36
-0,248187225	4,213970891	A36
2,577947521	3,805395745	A36
1,302609472	7,971730724	A36
3,041124113	5,527710675	A36
2,012985036	6,856673514	A36
1,301226611	4,974635805	A36
-1,956239934	3,566788618	A36
-2,433881546	6,673781509	A36
1,85436041	6,012495892	A36
-1,918050325	6,905836736	A36
1,908014231	5,922896358	A36
0,533712362	5,251474138	A36
-4,803506382	6,280741064	A36
0,466176375	1,785710481	A36
-0,258745876	3,976544422	A36
-0,359008376	6,605923681	A36
0,946416527	5,993773275	A36
3,418090996	8,456185124	A36
-0,781973873	9,509072702	A36
-2,619783309	5,887457181	A36
1,818366721	6,185220481	A36
-1,69124785	9,464068172	A36
-0,142493791	4,765069823	A36
-1,844096968	5,444611744	A36
3,825571743	7,493959298	A36
-1,312461987	2,778146004	A36
-1,289781717	4,27246668	A36
3,084194176	6,075700637	A36
1,436978005	5,378171997	A36
1,271991932	3,984480688	A36
3,102155	3,647859923	A36
1,256258351	3,885603782	A36
-0,79678345	5,870714543	A36
0,677415612	4,759259035	A36
-1,951638065	4,538775609	A36
1,960375377	5,873030867	A36
-2,288623455	4,608015397	A36
0,534727058	2,105158529	A36
3,727730706	3,088009953	A36
1,172792565	8,341183393	A36
2,761640853	4,662786804	A36
-2,051442264	5,24471064	A36
-0,576865257	1,085549664	A36
-1,889495816	7,133769154	A36
-1,36595472	5,645659086	A36
0,707406471	7,134301494	A36
1,342597686	5,214394827	A36
2,996529488	8,338007979	A36
0,293789964	5,737639029	A36
1,049329221	8,898932731	A36
-3,86333254	5,752434227	A36
-0,342180493	5,50093732	A36
0,936875306	3,653842346	A36
-0,960479344	6,02181459	A36
2,331992122	5,602245837	A36
2,03222307	3,210989391	A36
-1,595101045	0,645616194	A36
0,788341709	4,044886439	A36
-3,709058794	5,028545793	A36
2,046224027	4,581016041	A36
-0,357113424	2,768171293	A36
-0,439521033	1,23572059	A36
1,638818284	3,146599318	A36
3,88955358	2,330638726	A36
3,715927634	6,780826488	A36
-0,499142206	2,173384386	A36
-0,396832152	3,884007945	A36
1,153646984	5,487875798	A36
3,013929216	1,841501455	A36
0,646100335	3,692102014	A36
-0,262277538	6,010424751	A36
-0,394509234	4,597766471	A36
3,154914107	5,569405382	A36
-2,378547864	4,987947478	A36
0,050092447	5,25846903	A36
1,972765474	3,017090004	A36
-1,245120924	7,575919801	A36
-0,803316543	7,398083483	A36
2,493500555	5,127000507	A36
3,696487214	3,634092443	A36
-0,824659121	0,726694237	A36
2,588465756	2,106239685	A36
1,138436309	4,298343255	A36
0,175004485	5,960201655	A36
4,870609559	3,603444278	A36
-0,596934841	5,190667005	A36
-0,474090823	5,845013328	A36
2,49691952	4,802568462	A36
1,940923396	4,150146496	A36
0,913730276	3,720644907	A36
0,840174734	5,723114247	A37
1,403670603	3,342576715	A37
0,868974157	4,658309185	A37
0,490010795	10,67592579	A37
4,622312791	3,121273373	A37
-0,369477631	4,667443085	A37
-0,340589953	8,493300278	A37
-1,939148042	7,798802628	A37
-1,771870365	5,778356209	A37
-0,851104748	7,182027478	A37
1,84506799	5,363043284	A37
-0,981165634	7,622723261	A37
-1,435586061	2,533708777	A37
1,062373631	4,325331701	A37
-0,480643796	7,634093576	A37
1,669477732	3,805927076	A37
1,8010122	5,313307839	A37
1,398758838	2,640044032	A37
-2,896652479	6,195656868	A37
0,733246882	6,661219498	A37
0,759890291	3,955934788	A37
-2,020902865	4,530968723	A37
2,068974234	5,662676396	A37
0,385162501	3,3964595	A37
-0,824322605	4,0102551	A37
1,572388112	4,253540628	A37
1,835269238	6,287510506	A37
2,517467079	7,043514599	A37
-0,620898498	5,126301986	A37
2,357240273	6,382592094	A37
1,252541168	7,460334322	A37
0,249456734	7,005322689	A37
-4,384826512	1,918107711	A37
-0,387308302	3,419894006	A37
-1,352088849	8,710691921	A37
2,496592993	6,07963708	A37
-4,378626522	5,338005756	A37
2,142269633	2,002054621	A37
4,259193504	5,324944749	A37
-1,458973992	5,366654011	A37
2,827704844	4,657574556	A37
-0,949022402	4,748358346	A37
-3,277775936	10,04442424	A37
-1,622237415	2,718033569	A37
-0,904557379	6,73967323	A37
2,084945189	3,481685806	A37
-3,20979472	2,876213941	A37
0,690041422	8,829691749	A37
0,307489257	6,180158602	A37
-1,92103697	6,363440552	A37
0,662217212	8,948318532	A37
-1,799183884	4,143230991	A37
-2,894423061	4,16882905	A37
-1,895139809	6,510692193	A37
0,482219699	4,760223336	A37
0,04620203	2,095668551	A37
-0,245154457	3,559389284	A37
3,682801452	6,646419244	A37
1,112167183	4,565222923	A37
3,960270644	4,463214187	A37
0,078453059	4,01091726	A37
1,073881137	1,852768961	A37
1,001021537	4,138106151	A37
-2,39284001	2,418343826	A37
-0,81712482	1,597406858	A37
-1,44788932	4,589561704	A37
1,607543279	3,771529176	A37
-0,056912762	5,567989035	A37
-4,048474756	8,490357254	A37
-1,036294687	5,804896431	A37
1,483274255	8,052470563	A37
-0,530627964	4,079374606	A37
3,428512181	3,466915712	A37
0,227628509	5,870968321	A37
1,179666622	3,158816095	A37
3,507436479	6,673286061	A37
1,662832232	3,923943633	A37
-2,221680391	6,591545836	A37
-2,409840957	5,031565863	A37
-0,030653304	2,585727965	A37
-5,030241262	7,187866375	A37
3,937773192	4,524295215	A37
1,357107129	4,65646353	A37
0,446546869	6,079973015	A37
-0,043450513	6,502470451	A37
1,794554464	3,074883825	A37
0,529378283	6,261114623	A37
-0,666814338	1,294531331	A37
1,615605686	6,29852777	A37
-0,278136368	6,785838844	A37
3,055283191	3,084586055	A37
-1,588743523	1,103699841	A37
1,318092134	6,8236344	A37
-3,278595158	4,049908466	A37
-1,242514306	4,457128053	A37
-1,770408268	1,814276124	A37
-0,838260046	2,586296706	A37
-0,355865094	6,734868811	A37
0,231075594	5,83258273	A37
-1,178442363	2,422073099	A37
-2,910344589	5,08884234	A38
-3,875664193	3,62526443	A38
-0,135901045	4,830388749	A38
-2,562522113	3,406203707	A38
0,321994109	8,74930962	A38
-0,785727707	2,640639253	A38
-0,821667302	2,437619514	A38
0,784887763	8,643214061	A38
1,641021923	1,071776891	A38
-3,387528819	6,55326172	A38
-4,244607846	5,534013986	A38
3,155027284	4,185578263	A38
-1,163305357	2,617022192	A38
2,850490222	6,335060901	A38
2,260867177	6,257879698	A38
2,522063886	2,168713656	A38
-1,813873269	5,470547389	A38
-2,625929636	2,606033875	A38
-2,799699426	5,935322448	A38
-1,639964124	5,19997489	A38
-0,834848253	1,347678226	A38
3,078135798	8,098318248	A38
0,486964697	1,599202444	A38
3,458391609	6,008315249	A38
4,026122683	3,603088501	A38
0,845601105	5,863892326	A38
-3,429443784	7,754707001	A38
0,14340592	1,917621219	A38
-3,001499906	5,55628402	A38
-3,246601139	3,712621397	A38
-3,341410771	1,46712034	A38
0,532636811	3,242563902	A38
-1,378865187	5,553769749	A38
-0,735951958	3,41664399	A38
1,060384845	5,121857987	A38
-0,687755709	4,820977128	A38
3,256616131	4,144039451	A38
-0,060608115	6,821931246	A38
2,651467774	5,369968605	A38
1,503575126	3,120518838	A38
1,956045173	6,061323869	A38
2,61171804	3,309467338	A38
1,182244084	3,940836262	A38
-2,179273591	2,102748619	A38
0,424455128	6,442406642	A38
1,902880947	3,631121388	A38
-0,977262156	4,29419538	A38
0,222933741	6,075944367	A38
1,102371471	5,304269477	A38
-0,888788559	6,559577293	A38
-1,604725765	5,99644118	A38
-2,070328927	3,276262132	A38
2,260854705	9,177715219	A38
-0,713341418	3,413546211	A38
1,680971416	3,104024502	A38
1,07379344	6,783846954	A38
-2,461469682	1,872803039	A38
-1,068467869	1,256003853	A38
-1,545492717	6,599729735	A38
0,216516962	4,423004287	A38
0,542443163	4,082256342	A38
3,611131731	5,83273189	A38
-0,800196308	2,745742759	A38
-0,738706092	3,668152705	A38
-0,195564398	1,200113691	A38
2,091326269	6,367335175	A38
-1,176426608	4,51616109	A38
1,363301153	4,324239571	A38
-3,037078814	8,740306048	A38
2,262510452	4,109967532	A38
-0,971973754	4,161398662	A38
3,055327497	4,087748575	A38
1,336690014	4,208694755	A38
-2,454828126	2,972318433	A38
1,291865372	5,183526296	A38
0,312478525	4,573846206	A38
1,995329907	4,057570451	A38
-3,511497635	3,911077559	A38
-1,934121499	2,845487489	A38
1,084240735	6,766369536	A38
1,031452649	8,760245288	A38
-1,341431788	4,110616708	A38
-3,14198742	2,080703495	A38
0,409080266	3,174317822	A38
0,36288788	6,391678345	A38
1,05683936	4,74112849	A38
1,215360852	4,390327701	A38
-3,24573895	2,803126513	A38
-1,517408639	3,72805751	A38
1,274731643	6,210296641	A38
0,51414118	1,267531653	A38
0,746100681	6,402480876	A38
1,45574651	5,50457894	A38
0,198990476	5,95958204	A38
-4,298765364	5,689710582	A38
-1,147383247	6,17219385	A38
-0,638122054	4,872457842	A38
2,205490036	7,222473283	A38
-1,546159007	5,37330975	A38
0,743733073	6,256112905	A38
0,205743287	5,877984786	A39
2,661748936	1,530971507	A39
2,49120798	3,643250023	A39
0,258365847	2,449922274	A39
0,371385743	4,309033365	A39
-5,345504145	6,601310584	A39
-0,911064454	8,003496178	A39
0,340474687	4,519454308	A39
-0,245896553	6,112526292	A39
-1,932501224	8,080445268	A39
2,25219851	5,405105617	A39
-0,813151944	8,455627258	A39
0,056966866	4,004175894	A39
0,372924989	5,785185879	A39
3,92599195	3,337211418	A39
0,381039457	2,107710416	A39
-1,826817821	5,108097404	A39
-0,407290242	6,045812811	A39
-0,528129473	8,252341021	A39
-0,68449962	5,7168879	A39
1,727657484	4,762562533	A39
0,561540446	3,753739026	A39
-3,125147447	1,41086937	A39
-2,161871694	7,456966884	A39
-1,039853795	4,401309576	A39
2,556035607	6,103675553	A39
0,166875907	6,400507217	A39
-1,081988568	10,65995652	A39
1,580513321	6,70663106	A39
-0,848880748	6,782846247	A39
-1,386838562	2,566630243	A39
0,343069943	4,918912916	A39
0,629504595	4,077796955	A39
-1,858010531	4,823884406	A39
-1,353095542	10,46414691	A39
0,783625614	4,744098501	A39
4,899622546	7,098121463	A39
-1,233034169	5,702606736	A39
2,090035742	7,491493883	A39
-3,545784652	6,573666806	A39
1,654079279	4,293021114	A39
2,314934971	7,656731996	A39
-1,099964264	7,227792965	A39
-1,687516564	6,808723996	A39
1,331661108	4,70897911	A39
0,533653741	5,542367838	A39
1,168881086	1,428629706	A39
3,856913461	3,005170405	A39
0,971835775	4,964032464	A39
-1,691558555	7,365390352	A39
2,01711594	4,871465617	A39
-1,426161858	5,066163771	A39
1,425591209	3,73690253	A39
3,138195431	3,62004654	A39
2,464204269	4,799604095	A39
-3,368817027	5,015688049	A39
-3,026694885	6,009614601	A39
0,928743934	6,716935717	A39
-0,748922986	1,174326699	A39
2,457242565	1,215413991	A39
-0,151949419	5,184164448	A39
-0,666338086	6,59090268	A39
0,960829559	6,890900842	A39
-0,847908492	5,262872478	A39
-4,499377666	8,182214687	A39
0,10981206	5,995654907	A39
0,441648222	4,886327846	A39
-0,985005733	1,077043601	A39
-1,954529617	7,802000509	A39
0,101394765	8,495762305	A39
-0,892470514	4,509343013	A39
-1,085113152	2,30688549	A39
-1,388228355	3,876971036	A39
-2,318562864	6,041368163	A39
0,628740655	1,735789719	A39
-1,452772274	3,214947066	A39
-2,014672538	4,155439848	A39
0,177749674	5,004504642	A39
-1,860151193	4,820722971	A39
-0,659983743	5,413164278	A39
0,132227584	8,025239252	A39
3,435478783	8,336950442	A39
-0,274043867	4,587547101	A39
3,216211222	2,907750565	A39
0,098154251	4,114568566	A39
-2,890748478	5,07302406	A39
2,542152924	6,10495759	A39
-0,400248703	5,62598684	A39
-0,010524113	4,059734879	A39
1,36955072	10,02496094	A39
2,021063862	3,503671677	A39
0,787495962	3,200319028	A39
1,141130608	8,858099737	A39
4,174407318	4,366522174	A39
-0,391420034	5,792600906	A39
-0,801893838	8,249564239	A39
0,61307507	5,793764272	A39
0,863357522	4,953260504	A39
2,127172964	5,390540053	A39
1,032948925	4,789612622	A39
0,113127759	4,302184458	A4
-2,200604784	3,815427847	A4
1,219239286	7,885185469	A4
-2,302434561	4,931324832	A4
-1,13254723	6,379383633	A4
1,165415462	2,335893583	A4
1,1565211	7,423604241	A4
-1,711944756	6,659227149	A4
0,386955204	2,124631796	A4
-3,871821518	7,587973689	A4
-2,469653768	4,592796591	A4
-0,544467632	6,241590086	A4
-4,289981601	3,992113467	A4
2,883272343	4,207057176	A4
-1,917160499	1,793362215	A4
2,361822108	7,546086948	A4
0,704003292	3,811086151	A4
2,061508366	2,154320659	A4
0,98169902	2,691478115	A4
-2,155230077	3,906793382	A4
1,393881568	5,988021255	A4
2,430926447	6,641602691	A4
0,15820159	5,692870286	A4
-2,260419454	5,418707038	A4
3,121771188	6,128040643	A4
-2,129328062	2,129115457	A4
-1,220002076	5,490600485	A4
1,03772603	4,009931582	A4
1,747883888	5,500745217	A4
3,595503471	4,823125214	A4
-0,85256695	1,881819147	A4
-0,127026883	5,595287384	A4
-2,45158998	2,853045438	A4
-3,304494873	4,583072802	A4
1,602871438	6,94324881	A4
1,541672205	2,160728297	A4
-3,910547777	6,181019557	A4
2,294025844	3,540840539	A4
0,115066504	7,471276177	A4
2,165481535	1,496301525	A4
0,573202541	0,573237108	A4
-1,342286351	4,800844544	A4
-0,086723993	6,590046764	A4
0,458529045	1,925820984	A4
-0,608473525	3,273039685	A4
1,173966719	5,607110041	A4
-3,2560706	7,659263575	A4
2,53859006	2,643005292	A4
1,388415558	4,474954204	A4
0,016711212	5,009319642	A4
0,271452714	5,446077076	A4
0,757175627	8,538808417	A4
3,106704346	6,58880016	A4
0,048388637	0,525592042	A4
3,817210237	9,112158177	A4
0,704804966	6,76137404	A4
-3,126008428	5,223214652	A4
-0,918371578	5,6769844	A4
1,721425463	6,645921316	A4
3,200902604	3,677833007	A4
3,691878474	5,457517755	A4
-0,735231543	5,57171652	A4
-0,134213027	5,789182971	A4
0,539884451	4,319091826	A4
0,293898947	3,157986914	A4
-2,604730943	5,549171718	A4
1,982196359	5,556380335	A4
-0,302490377	3,828690422	A4
1,344012269	4,601006462	A4
0,178589075	3,246894012	A4
-5,68053448	5,624074325	A4
0,215895558	2,242155188	A4
2,934516415	6,433692625	A4
-2,34181773	3,444283439	A4
3,187214925	4,331301185	A4
-2,603246325	6,19106047	A4
2,075012208	1,653774466	A4
-0,956184804	3,109834941	A4
1,781399162	5,747150334	A4
-3,823114231	4,101647743	A4
3,083283252	3,459340306	A4
0,566429944	0,86338315	A4
0,419633818	5,767396591	A4
-1,406523396	4,907434086	A4
-4,847088333	3,419292331	A4
1,313950948	5,326315321	A4
1,037150147	5,733817701	A4
3,991561447	1,883504305	A4
-1,610923486	5,389614402	A4
-0,835663792	4,985637397	A4
-0,0866464	4,083885712	A4
